      gene      | go_accession |                                                                                           go_term                                                                                           
 Smp_000110.1   | GO:0005525   | GTP binding
 Smp_000110.1   | GO:0003924   | GTPase activity
 Smp_000110.1   | GO:0006412   | translation
 Smp_000110.1   | GO:0005737   | cytoplasm
 Smp_042920.1   | GO:0005524   | ATP binding
 Smp_042920.1   | GO:0004674   | protein serine/threonine kinase activity
 Smp_042920.1   | GO:0016787   | hydrolase activity
 Smp_042920.1   | GO:0005634   | nucleus
 Smp_174690.1   | GO:0008270   | zinc ion binding
 Smp_174690.1   | GO:0006886   | intracellular protein transport
 Smp_162180.1   | GO:0008270   | zinc ion binding
 Smp_162180.1   | GO:0043565   | sequence-specific DNA binding
 Smp_162180.1   | GO:0003700   | transcription factor activity, sequence-specific DNA binding
 Smp_162180.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_162180.1   | GO:0005634   | nucleus
 Smp_162180.1   | GO:0005737   | cytoplasm
 Smp_074200.1   | GO:0008233   | peptidase activity
 Smp_074200.1   | GO:0008234   | cysteine-type peptidase activity
 Smp_074200.1   | GO:0006512   | obsolete ubiquitin cycle (obsolete GO:0006512)
 Smp_074200.1   | GO:0005634   | nucleus
 Smp_074280.1   | GO:0000166   | nucleotide binding
 Smp_142880.1   | GO:0007165   | signal transduction
 Smp_142880.1   | GO:0016020   | membrane
 Smp_142880.1   | GO:0005622   | intracellular
 Smp_142880.1   | GO:0005737   | cytoplasm
 Smp_038330.1   | GO:0008834   | di-trans,poly-cis-decaprenylcistransferase activity
 Smp_038330.1   | GO:0007047   | cellular cell wall organization (obsolete GO:cellular cell wall organization)
 Smp_162320.1   | GO:0006810   | transport
 Smp_162320.1   | GO:0016021   | integral component of membrane
 Smp_162320.1   | GO:0005886   | plasma membrane
 Smp_192140.1   | GO:0000166   | nucleotide binding
 Smp_192140.1   | GO:0005737   | cytoplasm
 Smp_190590.1   | GO:0003964   | RNA-directed DNA polymerase activity
 Smp_190590.1   | GO:0003723   | RNA binding
 Smp_075690.1   | GO:0005525   | GTP binding
 Smp_075690.1   | GO:0003924   | GTPase activity
 Smp_038430.1   | GO:0005737   | cytoplasm
 Smp_179590.1   | GO:0007165   | signal transduction
 Smp_153240.1   | GO:0016021   | integral component of membrane
 Smp_153240.1   | GO:0016020   | membrane
 Smp_123090.1   | GO:0005576   | extracellular region
 Smp_001900.1   | GO:0016021   | integral component of membrane
 Smp_001900.1   | GO:0005886   | plasma membrane
 Smp_212310.1   | GO:0005634   | nucleus
 Smp_002010.1   | GO:0005634   | nucleus
 Smp_123165.1   | GO:0008270   | zinc ion binding
 Smp_123165.1   | GO:0005622   | intracellular
 Smp_123165.1   | GO:0005737   | cytoplasm
 Smp_123680.1   | GO:0016021   | integral component of membrane
 Smp_123680.1   | GO:0016020   | membrane
 Smp_123680.1   | GO:0005509   | calcium ion binding
 Smp_212330.1   | GO:0003677   | DNA binding
 Smp_212330.1   | GO:0003899   | DNA-directed RNA polymerase activity
 Smp_002820.2   | GO:0005634   | nucleus
 Smp_002820.2   | GO:0005737   | cytoplasm
 Smp_156080.1   | GO:0030286   | dynein complex
 Smp_156080.1   | GO:0007018   | microtubule-based movement
 Smp_156080.1   | GO:0003777   | microtubule motor activity
 Smp_197450.1   | GO:0046872   | metal ion binding
 Smp_212280.1   | GO:0003777   | microtubule motor activity
 Smp_212280.1   | GO:0030286   | dynein complex
 Smp_212280.1   | GO:0007018   | microtubule-based movement
 Smp_134560.1   | GO:0004713   | protein tyrosine kinase activity
 Smp_199420.1   | GO:0004713   | protein tyrosine kinase activity
 Smp_073220.1   | GO:0031227   | intrinsic component of endoplasmic reticulum membrane
 Smp_165750.1   | GO:0055114   | oxidation-reduction process
 Smp_069130.1   | GO:0005524   | ATP binding
 Smp_096270.1   | GO:0006412   | translation
 Smp_171750.1   | GO:0005622   | intracellular
 Smp_130040.1   | GO:0016021   | integral component of membrane
 Smp_063350.1   | GO:0006412   | translation
 Smp_012740.2   | GO:0008270   | zinc ion binding
 Smp_123660.1   | GO:0005509   | calcium ion binding
 Smp_123660.1   | GO:0005506   | iron ion binding
 Smp_123660.1   | GO:0016021   | integral component of membrane
 Smp_123660.1   | GO:0016020   | membrane
 Smp_079140.1   | GO:0008270   | zinc ion binding
 Smp_079140.1   | GO:0006512   | obsolete ubiquitin cycle (obsolete GO:0006512)
 Smp_079140.1   | GO:0016021   | integral component of membrane
 Smp_028670.1   | GO:0008270   | zinc ion binding
 Smp_028670.1   | GO:0005737   | cytoplasm
 Smp_171660.1   | GO:0008270   | zinc ion binding
 Smp_171660.1   | GO:0006512   | obsolete ubiquitin cycle (obsolete GO:0006512)
 Smp_171660.1   | GO:0005634   | nucleus
 Smp_172170.1   | GO:0016021   | integral component of membrane
 Smp_172170.1   | GO:0005886   | plasma membrane
 Smp_176750.1   | GO:0005524   | ATP binding
 Smp_176750.1   | GO:0006468   | protein phosphorylation
 Smp_176740.1   | GO:0005524   | ATP binding
 Smp_176740.1   | GO:0005737   | cytoplasm
 Smp_179100.1   | GO:0003824   | catalytic activity
 Smp_022450.2   | GO:0016021   | integral component of membrane
 Smp_022450.2   | GO:0016020   | membrane
 Smp_022330.1   | GO:0008270   | zinc ion binding
 Smp_022330.1   | GO:0005524   | ATP binding
 Smp_022330.1   | GO:0051082   | unfolded protein binding
 Smp_022330.1   | GO:0009408   | response to heat
 Smp_022330.1   | GO:0006457   | protein folding
 Smp_022330.1   | GO:0005737   | cytoplasm
 Smp_169990.1   | GO:0016020   | membrane
 Smp_087920.1   | GO:0005524   | ATP binding
 Smp_087920.1   | GO:0006512   | obsolete ubiquitin cycle (obsolete GO:0006512)
 Smp_087920.1   | GO:0005634   | nucleus
 Smp_138890.1   | GO:0008270   | zinc ion binding
 Smp_030860.1   | GO:0016020   | membrane
 Smp_030920.2   | GO:0005739   | mitochondrion
 Smp_030920.2   | GO:0016021   | integral component of membrane
 Smp_138940.1   | GO:0033205   | cell cycle cytokinesis (obsolete GO:cell cycle cytokinesis)
 Smp_138940.1   | GO:0000724   | double-strand break repair via homologous recombination
 Smp_138940.1   | GO:0005634   | nucleus
 Smp_138940.1   | GO:0005737   | cytoplasm
 Smp_022300.1   | GO:0016021   | integral component of membrane
 Smp_022300.1   | GO:0016020   | membrane
 Smp_031000.2   | GO:0031625   | ubiquitin protein ligase binding
 Smp_031000.2   | GO:0006512   | obsolete ubiquitin cycle (obsolete GO:0006512)
 Smp_031000.2   | GO:0005737   | cytoplasm
 Smp_010620.1   | GO:0016788   | hydrolase activity, acting on ester bonds
 Smp_055670.1   | GO:0005622   | intracellular
 Smp_129650.1   | GO:0006418   | tRNA aminoacylation for protein translation
 Smp_129650.1   | GO:0006412   | translation
 Smp_129650.1   | GO:0005524   | ATP binding
 Smp_129650.1   | GO:0005737   | cytoplasm
 Smp_044970.1   | GO:0030976   | thiamine pyrophosphate binding
 Smp_138960.1   | GO:0016021   | integral component of membrane
 Smp_138960.1   | GO:0016020   | membrane
 Smp_141770.1   | GO:0005524   | ATP binding
 Smp_141770.1   | GO:0004370   | glycerol kinase activity
 Smp_183710.1   | GO:0005524   | ATP binding
 Smp_183710.1   | GO:0005737   | cytoplasm
 Smp_085680.1   | GO:0005524   | ATP binding
 Smp_085680.1   | GO:0004713   | protein tyrosine kinase activity
 Smp_085680.1   | GO:0006468   | protein phosphorylation
 Smp_085680.1   | GO:0016021   | integral component of membrane
 Smp_085680.1   | GO:0016020   | membrane
 Smp_080740.1   | GO:0006412   | translation
 Smp_165690.1   | GO:0016020   | membrane
 Smp_085240.1   | GO:0016021   | integral component of membrane
 Smp_085240.1   | GO:0016020   | membrane
 Smp_116270.1   | GO:0005525   | GTP binding
 Smp_116270.1   | GO:0007264   | small GTPase mediated signal transduction
 Smp_116270.1   | GO:0005622   | intracellular
 Smp_116270.1   | GO:0005886   | plasma membrane
 Smp_198540.1   | GO:0007047   | cellular cell wall organization (obsolete GO:cellular cell wall organization)
 Smp_198540.1   | GO:0016021   | integral component of membrane
 Smp_139100.2   | GO:0008233   | peptidase activity
 Smp_139100.2   | GO:0008270   | zinc ion binding
 Smp_139100.2   | GO:0006508   | proteolysis
 Smp_139100.2   | GO:0016021   | integral component of membrane
 Smp_139100.2   | GO:0016020   | membrane
 Smp_139100.2   | GO:0005576   | extracellular region
 Smp_198650.1   | GO:0005737   | cytoplasm
 Smp_078240.1   | GO:0005634   | nucleus
 Smp_078240.1   | GO:0005622   | intracellular
 Smp_078240.1   | GO:0005737   | cytoplasm
 Smp_158140.1   | GO:0008270   | zinc ion binding
 Smp_158140.1   | GO:0006265   | DNA topological change
 Smp_126370.1   | GO:0003677   | DNA binding
 Smp_126370.1   | GO:0003899   | DNA-directed RNA polymerase activity
 Smp_126370.1   | GO:0005634   | nucleus
 Smp_007730.2   | GO:0015031   | protein transport
 Smp_007730.2   | GO:0016192   | vesicle-mediated transport
 Smp_007730.2   | GO:0016021   | integral component of membrane
 Smp_007690.1   | GO:0004505   | phenylalanine 4-monooxygenase activity
 Smp_007690.1   | GO:0005506   | iron ion binding
 Smp_173340.1   | GO:0005737   | cytoplasm
 Smp_194110.1   | GO:0005634   | nucleus
 Smp_194110.1   | GO:0005737   | cytoplasm
 Smp_141980.1   | GO:0007165   | signal transduction
 Smp_172480.1   | GO:0003677   | DNA binding
 Smp_172480.1   | GO:0008270   | zinc ion binding
 Smp_172480.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_172480.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_172480.1   | GO:0005634   | nucleus
 Smp_172480.1   | GO:0005622   | intracellular
 Smp_134440.1   | GO:0046872   | metal ion binding
 Smp_134440.1   | GO:0051287   | NAD binding
 Smp_134440.1   | GO:0006108   | malate metabolic process
 Smp_186700.1   | GO:0005737   | cytoplasm
 Smp_134360.1   | GO:0005634   | nucleus
 Smp_198590.1   | GO:0003777   | microtubule motor activity
 Smp_198590.1   | GO:0005524   | ATP binding
 Smp_198590.1   | GO:0007018   | microtubule-based movement
 Smp_082280.1   | GO:0000166   | nucleotide binding
 Smp_082280.1   | GO:0003723   | RNA binding
 Smp_082280.1   | GO:0005634   | nucleus
 Smp_082280.1   | GO:0005737   | cytoplasm
 Smp_154110.1   | GO:0015031   | protein transport
 Smp_154110.1   | GO:0034045   | pre-autophagosomal structure membrane
 Smp_154110.1   | GO:0005774   | vacuolar membrane
 Smp_135750.1   | GO:0000166   | nucleotide binding
 Smp_135750.1   | GO:0005737   | cytoplasm
 Smp_187860.1   | GO:0008270   | zinc ion binding
 Smp_187860.1   | GO:0051082   | unfolded protein binding
 Smp_187860.1   | GO:0006950   | response to stress
 Smp_187860.1   | GO:0006457   | protein folding
 Smp_187860.1   | GO:0016020   | membrane
 Smp_187860.1   | GO:0005737   | cytoplasm
 Smp_024850.1   | GO:0003735   | structural constituent of ribosome
 Smp_024850.1   | GO:0006412   | translation
 Smp_024850.1   | GO:0005622   | intracellular
 Smp_024850.1   | GO:0005840   | ribosome
 Smp_178520.1   | GO:0005524   | ATP binding
 Smp_178520.1   | GO:0004674   | protein serine/threonine kinase activity
 Smp_169870.1   | GO:0015184   | L-cystine transmembrane transporter activity
 Smp_169870.1   | GO:0015811   | L-cystine transport
 Smp_169870.1   | GO:0016021   | integral component of membrane
 Smp_169870.1   | GO:0016020   | membrane
 Smp_067620.1   | GO:0003777   | microtubule motor activity
 Smp_067620.1   | GO:0005524   | ATP binding
 Smp_067620.1   | GO:0016020   | membrane
 Smp_067620.1   | GO:0030286   | dynein complex
 Smp_067620.1   | GO:0005737   | cytoplasm
 Smp_067580.1   | GO:0016021   | integral component of membrane
 Smp_067580.1   | GO:0016020   | membrane
 Smp_188370.1   | GO:0000166   | nucleotide binding
 Smp_020920.1   | GO:0008270   | zinc ion binding
 Smp_020920.1   | GO:0005524   | ATP binding
 Smp_020920.1   | GO:0051082   | unfolded protein binding
 Smp_020920.1   | GO:0009408   | response to heat
 Smp_020920.1   | GO:0006457   | protein folding
 Smp_020920.1   | GO:0005737   | cytoplasm
 Smp_035870.1   | GO:0016021   | integral component of membrane
 Smp_035870.1   | GO:0016020   | membrane
 Smp_035870.1   | GO:0005515   | protein binding
 Smp_035870.1   | GO:0006813   | potassium ion transport
 Smp_035930.1   | GO:0005737   | cytoplasm
 Smp_156180.1   | GO:0005509   | calcium ion binding
 Smp_134980.1   | GO:0016021   | integral component of membrane
 Smp_134980.1   | GO:0016020   | membrane
 Smp_153780.1   | GO:0005509   | calcium ion binding
 Smp_153780.1   | GO:0005234   | extracellular-glutamate-gated ion channel activity
 Smp_153780.1   | GO:0016021   | integral component of membrane
 Smp_153780.1   | GO:0005886   | plasma membrane
 Smp_153780.1   | GO:0045202   | synapse
 Smp_149370.1   | GO:0016021   | integral component of membrane
 Smp_149370.1   | GO:0016020   | membrane
 Smp_051010.1   | GO:0019787   | ubiquitin-like protein transferase activity
 Smp_051010.1   | GO:0006512   | obsolete ubiquitin cycle (obsolete GO:0006512)
 Smp_051010.1   | GO:0051246   | regulation of protein metabolic process
 Smp_149400.1   | GO:0008233   | peptidase activity
 Smp_149400.1   | GO:0006508   | proteolysis
 Smp_051080.1   | GO:0005509   | calcium ion binding
 Smp_051080.1   | GO:0016192   | vesicle-mediated transport
 Smp_051080.1   | GO:0006886   | intracellular protein transport
 Smp_147020.1   | GO:0005622   | intracellular
 Smp_147020.1   | GO:0005737   | cytoplasm
 Smp_059540.1   | GO:0005525   | GTP binding
 Smp_059540.1   | GO:0016020   | membrane
 Smp_125560.1   | GO:0003987   | acetate-CoA ligase activity
 Smp_125560.1   | GO:0008152   | metabolic process
 Smp_125590.1   | GO:0016021   | integral component of membrane
 Smp_125590.1   | GO:0016020   | membrane
 Smp_006190.1   | GO:0016818   | hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides
 Smp_146210.1   | GO:0005524   | ATP binding
 Smp_146210.1   | GO:0006241   | CTP biosynthetic process
 Smp_146210.1   | GO:0005737   | cytoplasm
 Smp_044550.6   | GO:0003723   | RNA binding
 Smp_044550.6   | GO:0005634   | nucleus
 Smp_044550.6   | GO:0005737   | cytoplasm
 Smp_016600.1   | GO:0016021   | integral component of membrane
 Smp_016600.1   | GO:0005886   | plasma membrane
 Smp_016600.1   | GO:0006835   | dicarboxylic acid transport
 Smp_131320.1   | GO:0003677   | DNA binding
 Smp_131320.1   | GO:0008270   | zinc ion binding
 Smp_131320.1   | GO:0004402   | histone acetyltransferase activity
 Smp_131320.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_131320.1   | GO:0016568   | chromatin modification
 Smp_131320.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_131320.1   | GO:0005634   | nucleus
 Smp_131320.1   | GO:0005622   | intracellular
 Smp_210950.1   | GO:0005634   | nucleus
 Smp_210950.1   | GO:0008270   | zinc ion binding
 Smp_210950.1   | GO:0003676   | nucleic acid binding
 Smp_210950.1   | GO:0000166   | nucleotide binding
 Smp_033530.3   | GO:0051287   | NAD binding
 Smp_033530.1   | GO:0008152   | metabolic process
 Smp_033530.1   | GO:0005737   | cytoplasm
 Smp_033510.1   | GO:0005525   | GTP binding
 Smp_146480.1   | GO:0005634   | nucleus
 Smp_044470.1   | GO:0015031   | protein transport
 Smp_044470.1   | GO:0006512   | obsolete ubiquitin cycle (obsolete GO:0006512)
 Smp_044470.1   | GO:0005737   | cytoplasm
 Smp_146140.1   | GO:0008233   | peptidase activity
 Smp_146140.1   | GO:0008270   | zinc ion binding
 Smp_146140.1   | GO:0006508   | proteolysis
 Smp_146140.1   | GO:0005739   | mitochondrion
 Smp_006340.1   | GO:0016021   | integral component of membrane
 Smp_006340.1   | GO:0016020   | membrane
 Smp_131340.1   | GO:0016020   | membrane
 Smp_131430.1   | GO:0016491   | oxidoreductase activity
 Smp_182110.1   | GO:0008026   | ATP-dependent helicase activity
 Smp_182110.1   | GO:0005524   | ATP binding
 Smp_182110.1   | GO:0004386   | helicase activity
 Smp_182110.1   | GO:0003723   | RNA binding
 Smp_182110.1   | GO:0006412   | translation
 Smp_182110.1   | GO:0005634   | nucleus
 Smp_182110.1   | GO:0005737   | cytoplasm
 Smp_175090.2   | GO:0003987   | acetate-CoA ligase activity
 Smp_175090.2   | GO:0008152   | metabolic process
 Smp_175090.2   | GO:0016021   | integral component of membrane
 Smp_096390.1   | GO:0005509   | calcium ion binding
 Smp_174880.1   | GO:0005524   | ATP binding
 Smp_174880.1   | GO:0005737   | cytoplasm
 Smp_009320.2   | GO:0006512   | obsolete ubiquitin cycle (obsolete GO:0006512)
 Smp_009320.2   | GO:0005634   | nucleus
 Smp_188510.1   | GO:0005524   | ATP binding
 Smp_188510.1   | GO:0005737   | cytoplasm
 Smp_077500.1   | GO:0003700   | transcription factor activity, sequence-specific DNA binding
 Smp_077500.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_077500.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_077500.1   | GO:0005634   | nucleus
 Smp_163960.1   | GO:0003677   | DNA binding
 Smp_163960.1   | GO:0008270   | zinc ion binding
 Smp_163960.1   | GO:0006355   | regulation of transcription, DNA-templated
 Smp_163960.1   | GO:0006350   | transcription (obsolete GO:0006350)
 Smp_163960.1   | GO:0005634   | nucleus
 Smp_163960.1   | GO:0005737   | cytoplasm
 Smp_163970.1   | GO:0008233   | peptidase activity
 Smp_163970.1   | GO:0006508   | proteolysis
 Smp_163970.1   | GO:0005576   | extracellular region
 Smp_077540.1   | GO:0008092   | cytoskeletal protein binding
 Smp_077540.1   | GO:0005737   | cytoplasm
 Smp_077560.1   | GO:0005215   | transporter activity
 Smp_077560.1   | GO:0006810   | transport
 Smp_077560.1   | GO:0016021   | integral component of membrane
